,RegionID,SizeRank,RegionName,RegionType,StateName,31-01-2018,28-02-2018,31-03-2018,30-04-2018,31-05-2018,30-06-2018,31-07-2018,31-08-2018,30-09-2018,31-10-2018,30-11-2018,31-12-2018,31-01-2019,28-02-2019,31-03-2019,30-04-2019,31-05-2019,30-06-2019,31-07-2019,31-08-2019,30-09-2019,31-10-2019,30-11-2019,31-12-2019,31-01-2020,29-02-2020,31-03-2020,30-04-2020,31-05-2020,30-06-2020,31-07-2020,31-08-2020,30-09-2020,31-10-2020,30-11-2020,31-12-2020,31-01-2021,28-02-2021,31-03-2021,30-04-2021,31-05-2021,30-06-2021,31-07-2021,31-08-2021,30-09-2021,31-10-2021,30-11-2021,31-12-2021
41,394849,41,"Memphis, TN",Msa,TN,187115.0,182356.0,181084.0,183976.0,187163.0,194472.0,199557.0,205215.0,207121,208679,208933,206073,202926,200829,203689,208456,215798,220883,224061,224029,223650,223618,223650,224029,222472,222440,225618,230386,236043,241446,247802,251679,247865.0,243413.0,241824.0,241792.0,241923.0,237656.0,238400.0,241800.0,249800.0,252967.0,254633.0,254933.0,258167.0,261533.0,263200.0,259967.0
42,394935,42,"Oklahoma City, OK",Msa,OK,235612.0,237633.0,242425.0,247597.0,252083.0,252772.0,252772.0,250025.0,248302,246555,246562,246538,248927,253688,262251,270779,277318,278722,276402,271884,268767,267054,267123,267123,268836,272774,278118,281543,286167,293188,298973,300343,296575.0,294044.0,291647.0,289879.0,288804.0,292183.0,299668.0,311600.0,315966.0,312633.0,304166.0,298166.0,294800.0,289580.0,289547.0,292913.0
43,394807,43,"Louisville-Jefferson County, KY",Msa,KY,232167.0,240467.0,254100.0,266567.0,274600.0,276633.0,274833.0,271500.0,267833,265967,262100,257100,254100,257267,266767,278400,287433,291233,289633,284633,277967,269600,259933,251967,248500,253133,264467,277933,289933,296567,299600,296900,288567.0,277900.0,263967.0,255667.0,252967.0,259600.0,269567.0,276930.0,283597.0,286627.0,285930.0,280963.0,272967.0,268333.0,263300.0,261600.0
44,394669,44,"Hartford, CT",Msa,CT,275299.0,279436.0,287951.0,293661.0,297388.0,297422.0,297422.0,297114.0,295405,293695,290584,288840,287130,289182,292635,299474,304261,310382,310382,310075,306347,302962,299850,297115,296089,296123,302244,310075,320333,328198,338456,345261,345261.0,341841.0,336746.0,333361.0,330520.0,332689.0,339900.0,349100.0,352433.0,347467.0,338300.0,330000.0,326667.0,324933.0,324933.0,329900.0
45,395022,45,"Richmond, VA",Msa,VA,298653.0,299653.0,307464.0,319191.0,326967.0,330329.0,330640.0,328398.0,323571,316709,312053,310295,310260,312002,320657,332743,344778,349605,350309,345171,338619,331036,327553,327441,329855,334918,341892,351203,360830,370864,378071,382364,380985.0,380096.0,380526.0,383980.0,387300.0,390967.0,394633.0,394650.0,392647.0,384980.0,378297.0,371933.0,369917.0,369897.0,371597.0,379293.0
46,394910,46,"New Orleans, LA",Msa,LA,245925.0,242592.0,243300.0,249633.0,257133.0,262167.0,263833.0,262967.0,260300,257267,253967,251633,249975,251642,256308,262967,269600,272400,272400,270433,269133,268167,267133,265267,262900,261900,264233,269267,276283,282633,288467,293483,296833.0,299000.0,299000.0,299000.0,297667.0,296187.0,296487.0,304487.0,314633.0,323833.0,325833.0,323833.0,321000.0,321000.0,324333.0,326333.0
47,394425,47,"Buffalo, NY",Msa,NY,184581.0,186374.0,193546.0,202512.0,209684.0,213270.0,215063.0,213844.0,212087,208501,204341,198926,195375,196485,200107,207244,215099,222092,225714,222128,218363,214382,210796,207532,204305,204305,207891,215063,225858,236832,244004,243968,240167.0,233028.0,225892.0,218755.0,215447.0,222890.0,234467.0,249100.0,255267.0,255267.0,248600.0,239900.0,233233.0,228267.0,224967.0,221633.0
48,395012,48,"Raleigh, NC",Msa,NC,357933.0,359633.0,366633.0,376632.0,383265.0,383265.0,381267.0,377633.0,374000,367333,362000,357333,355333,356000,362667,373333,383300,386633,383600,378600,375233,373233,368900,363900,360567,363233,369600,373359,378838,384172,393746,398647,402280.0,400947.0,397267.0,393633.0,393333.0,396833.0,402467.0,410487.0,416987.0,420966.0,423246.0,426579.0,428967.0,430300.0,431085.0,430748.0
49,394388,49,"Birmingham, AL",Msa,AL,206683.0,207217.0,215217.0,226800.0,236267.0,239600.0,239900.0,239900.0,238267,234633,231000,229300,229600,233233,239900,249900,258567,265233,270273,271640,272362,272123,272090,269735,266600,265800,267433,269100,273233,278100,282133,282000,277167.0,274133.0,272250.0,274533.0,275583.0,277600.0,278617.0,283267.0,286633.0,288333.0,284967.0,283300.0,283021.0,289021.0,292354.0,292633.0
50,395053,50,"Salt Lake City, UT",Msa,UT,417953.0,423208.0,431339.0,437395.0,444646.0,448700.0,450147.0,446698.0,441374,433870,429851,427707,428029,431924,439392,451898,462617,469621,467834,462510,457293,455507,456386,459995,466998,478610,487539,485896,482302,484815,495571,500966,500207.0,498385.0,503744.0,516250.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0
51,395031,51,"Rochester, NY",Msa,NY,185799.0,193017.0,203339.0,215574.0,224633.0,228748.0,225175.0,217956.0,210738,205685,201318,201318,206696,218281,230949,244050,251088,253795,251522,246252,238096,227268,219725,212543,213373,222721,239066,256282,265305,270578,271332,271007,263464.0,255167.0,248273.0,254674.0,261988.0,274013.0,278263.0,278267.0,269600.0,259600.0,252800.0,244767.0,234767.0,223267.0,216633.0,210000.0
52,394640,52,"Grand Rapids, MI",Msa,MI,261633.0,269967.0,281667.0,291667.0,298300.0,299967.0,298300.0,293500.0,288467,285433,286900,288567,289900,292933,299267,307633,312933,313267,310933,305933,302300,296267,292933,289900,292933,297760,306093,313060,318233,319900,321267,321300,321300.0,317967.0,317933.0,319633.0,324967.0,333300.0,340933.0,347567.0,352792.0,358492.0,363492.0,362967.0,359633.0,354633.0,353267.0,358233.0
53,395167,53,"Tucson, AZ",Msa,AZ,261079.0,264446.0,269479.0,274997.0,279997.0,281330.0,281300.0,280967.0,282967,282967,281300,279467,279500,282333,288167,294767,298900,298233,296150,293350,293317,293467,294187,292520,292853,294933,298300,298967,300633,308966,319933,329967,328300.0,323333.0,319907.0,321573.0,326780.0,335173.0,348507.0,364963.0,376663.0,384963.0,384967.0,381633.0,375000.0,370000.0,367610.0,367277.0
54,753924,54,"Urban Honolulu, HI",Msa,HI,663333.0,661667.0,655000.0,648333.0,651333.0,659000.0,664180.0,669513.0,671847,670000,665000,662667,669000,671667,672333,668667,668967,668967,668967,667300,660633,654600,649633,647967,643000,636667,630000,621667,611333,604000,605667,606000,600000.0,591333.0,591000.0,599167.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0
55,395169,55,"Tulsa, OK",Msa,OK,193849.0,194631.0,199012.0,204644.0,208086.0,208399.0,207148.0,206522.0,206491,206459,206459,206459,207101,209917,215894,223106,229677,232806,234340,233557,234261,235826,238173,239346,237782,237782,240911,247200,255023,264410,272515,277208,277209.0,277951.0,278309.0,277997.0,277054.0,277231.0,291867.0,304643.0,315133.0,305167.0,295167.0,286833.0,286176.0,286673.0,284840.0,282130.0
56,394619,56,"Fresno, CA",Msa,CA,334730.0,331727.0,331693.0,335110.0,339978.0,342429.0,342463.0,340737.0,338286,335725,333654,330236,325893,324477,326203,334800,345191,355548,363332,364713,364368,359725,355061,351937,351246,354495,359369,362097,367309,372861,382907,389121,391586.0,390205.0,390895.0,390105.0,390612.0,387760.0,390467.0,400500.0,416667.0,426167.0,426167.0,421333.0,419667.0,422667.0,429333.0,439000.0
57,395238,57,"Worcester, MA",Msa,MA,278575.0,281731.0,287812.0,297336.0,306920.0,313575.0,315518.0,314849.0,313257,309723,306889,302144,300266,302176,311697,324720,335833,343793,344430,341246,336183,333317,331725,329178,328222,329815,340609,351753,363885,371877,378277,381780,381461.0,382429.0,385348.0,390266.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0
58,394415,58,"Stamford, CT",Msa,CT,684214.0,720169.0,763208.0,786704.0,793467.0,791011.0,778551.0,761108.0,746868,746512,743273,740033,736828,740387,752883,766768,773924,764668,747046,722127,704683,699522,704861,708421,711803,722483,736367,743664,753988,771788,791011,796351,787772.0,777092.0,762852.0,753988.0,747998.0,782160.0,812633.0,829000.0,820967.0,806300.0,783267.0,736147.0,699480.0,682514.0,697667.0,712333.0
59,394312,59,"Albuquerque, NM",Msa,NM,238784.0,240413.0,245170.0,251687.0,257911.0,261007.0,259345.0,254946.0,249406,247777,247614,249162,249194,252421,257374,263891,267670,270720,272252,273229,273128,273194,273031,271727,273357,279874,288020,292940,299783,312817,327493,335962,336614.0,336803.0,335914.0,336765.0,337478.0,339291.0,346410.0,353077.0,362772.0,367527.0,370827.0,370800.0,371633.0,381000.0,387667.0,392470.0
60,394308,60,"Albany, NY",Msa,NY,235860.0,239484.0,243467.0,245010.0,246625.0,248778.0,252725.0,256098.0,256098,255093,255129,255129,254412,254735,258287,263311,266899,268729,270846,270523,266935,263382,262306,264064,262234,263275,267617,274793,282006,290618,301383,307124,322333.0,322333.0,322333.0,287820.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0
61,394938,61,"Omaha, NE",Msa,NE,278116.0,285980.0,294375.0,304524.0,309808.0,309842.0,306454.0,303082.0,300537,294199,287729,285182,288133,296626,310146,322957,329667,326688,322812,317772,311951,302340,294232,291198,293591,302434,311571,318314,322553,326902,331083,331184,326801.0,323832.0,320465.0,320858.0,321161.0,328287.0,336050.0,343333.0,343333.0,334667.0,322833.0,313192.0,308525.0,308525.0,313025.0,330747.0
62,394908,62,"New Haven, CT",Msa,CT,284222.0,290885.0,301036.0,312896.0,321616.0,327197.0,327511.0,322628.0,317361,313558,310070,304873,299989,301698,308638,319103,324335,324372,319105,313905,308499,305010,302919,301349,299605,299605,304803,310035,320849,331000,344953,350115,348720.0,341743.0,335534.0,326813.0,320191.0,317914.0,323233.0,337267.0,348933.0,355600.0,351567.0,344600.0,337967.0,336300.0,336600.0,336567.0
63,394357,63,"Bakersfield, CA",Msa,CA,248233.0,251142.0,256560.0,262571.0,266055.0,267317.0,266838.0,263642.0,258863,254068,250584,248043,246413,245134,247372,253797,260189,263705,264984,264025,262107,257600,255331,253924,255075,256689,261292,263370,264984,265144,268340,276012,284131.0,292122.0,294040.0,289597.0,283841.0,281349.0,287667.0,296000.0,307666.0,314833.0,321500.0,321000.0,321166.0,321853.0,329020.0,337353.0
64,394753,64,"Knoxville, TN",Msa,TN,263117.0,262950.0,266633.0,276633.0,286600.0,291600.0,289933.0,283300.0,277133,272133,268767,268000,266067,267067,270633,279233,289900,296567,301600,301600,301300,296267,289600,283233,279900,283233,289933,298267,307600,319267,332633,341667,340000.0,331633.0,316633.0,306600.0,301608.0,304942.0,314942.0,339933.0,361567.0,371567.0,361267.0,352633.0,349300.0,346267.0,342933.0,341300.0
65,394653,65,"Greenville, SC",Msa,SC,257242.0,258972.0,263424.0,269476.0,273450.0,276330.0,276615.0,276298.0,271501,266748,262280,259777,258224,259349,264736,272658,279328,280247,276761,270551,267227,265928,265880,264482,262929,265860,270377,273545,276556,282497,287377,289302,287210.0,287853.0,286307.0,282914.0,278681.0,277881.0,285233.0,301967.0,316100.0,329967.0,335343.0,342343.0,345643.0,342633.0,335667.0,329033.0
66,394952,66,"Ventura, CA",Msa,CA,779665.0,780998.0,777665.0,785667.0,779319.0,772652.0,756319.0,746333.0,726663,709963,696630,689967,688333,691333,701000,712333,725667,739300,749633,761633,774667,784333,784000,779333,781333,795000,813667,810333,805000,808000,832667,858000,869667.0,873250.0,864750.0,864750.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0
67,394318,67,"Allentown, PA",Msa,PA,222433.0,222300.0,225000.0,231833.0,236967.0,239967.0,241967.0,240333.0,236300,231600,228267,226600,223967,225600,230600,238267,244633,248000,251300,251600,250233,246900,244767,242767,241133,243300,253300,261633,268267,269967,277967,284533,288833.0,289133.0,287863.0,288530.0,291896.0,306600.0,319966.0,328300.0,328300.0,324967.0,321633.0,318333.0,320000.0,321633.0,323300.0,323300.0
68,394561,68,"El Paso, TX",Msa,TX,179402.0,179597.0,179774.0,180377.0,180891.0,182663.0,184789.0,187270.0,187979,188174,188192,189432,192267,195262,197902,199834,201801,203396,203396,202651,201960,201978,203413,203410,203410,201992,201995,201623,202527,204299,207826,210360,212114.0,212820.0,322333.0,322333.0,322333.0,228483.0,231817.0,235300.0,241800.0,248130.0,252063.0,252063.0,251383.0,252300.0,254883.0,257567.0
69,394367,69,"Baton Rouge, LA",Msa,LA,230683.0,231600.0,234600.0,239600.0,244600.0,248263.0,248297.0,246497.0,244500,242833,241333,239967,239967,241519,243885,248552,253333,256000,254667,250967,247600,245570,243903,242270,240933,241600,244900,247933,249900,253233,257900,263652,267685.0,271318.0,271933.0,271233.0,269600.0,271267.0,276297.0,285243.0,293606.0,298576.0,299597.0,297597.0,296963.0,296993.0,302963.0,310263.0
70,394521,70,"Dayton, OH",Msa,OH,128267.0,126467.0,130167.0,135133.0,139967.0,144600.0,149633.0,151600.0,149933,146567,144100,142433,142382,143182,148182,153233,161233,167900,176233,179900,178233,172267,168100,165600,164267,166767,177633,189300,200000,204967,205600,202800,199467.0,202815.0,204915.0,204915.0,203267.0,205963.0,207663.0,209297.0,213267.0,219933.0,223300.0,221633.0,216600.0,207267.0,196967.0,186967.0
71,394843,71,"McAllen, TX",Msa,TX,192167.0,190500.0,190466.0,191633.0,193133.0,194833.0,194833.0,195000.0,196000,195000,193333,190633,189967,192633,195833,200833,204167,207335,207335,204669,201500,199833,199833,199967,199633,199300,199000,199000,202333,208000,215000,218667,223000.0,227667.0,231000.0,229667.0,226330.0,226330.0,231297.0,238300.0,244633.0,249667.0,253000.0,256663.0,257997.0,260963.0,260967.0,260967.0
72,394486,72,"Columbia, SC",Msa,SC,201567.0,201600.0,206300.0,214633.0,222933.0,229933.0,231600.0,230900.0,229200,227567,229967,231667,236000,237167,239800,243578,247078,249112,245967,241300,236600,233267,230433,228117,228150,231650,236330,241099,245266,247902,251117,253283,253283.0,249618.0,246781.0,245948.0,247963.0,251042.0,256547.0,263002.0,267461.0,269455.0,273000.0,276267.0,281771.0,285652.0,291993.0,297587.0
73,394648,73,"Greensboro, NC",Msa,NC,195667.0,198667.0,206667.0,218667.0,229633.0,234967.0,241233.0,247900.0,255367,257100,253767,249633,248300,251633,259933,269900,279900,281600,279480,271196,269196,266316,265300,262967,261197,260497,262663,262767,269433,277433,288267,293600,289400.0,281900.0,270600.0,264633.0,263333.0,262633.0,265516.0,268516.0,270216.0,268333.0,269967.0,273300.0,277022.0,275355.0,283355.0,296297.0
74,394304,74,"Akron, OH",Msa,OH,145900.0,144233.0,144933.0,151559.0,159892.0,168192.0,173233.0,172933.0,169600,164600,159900,154900,151567,151600,155633,160633,167300,173267,177633,177600,173467,169100,163300,157433,152433,152267,157267,163933,171433,178133,184500,187667,184333.0,179633.0,169967.0,162633.0,154300.0,153600.0,160167.0,171200.0,178567.0,182633.0,181600.0,181600.0,177300.0,172650.0,165983.0,158617.0
75,753906,75,"North Port-Sarasota-Bradenton, FL",Msa,FL,358883.0,359800.0,360967.0,360967.0,363633.0,365933.0,369267.0,368266.0,364359,360689,357356,356283,356320,357953,362633,367967,374333,378000,379333,377872,374206,372869,374330,376963,376967,375633,375000,371633,368300,368297,374660,379660,381660.0,381963.0,381963.0,384967.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0,322333.0
76,394798,76,"Little Rock, AR",Msa,AR,168055.0,170502.0,172154.0,174571.0,176742.0,178272.0,177997.0,176437.0,174907,175060,175090,175090,174295,174907,177691,181698,188733,193628,197298,197298,195738,194209,191915,191027,190110,190875,194545,198522,203110,204915,206138,204609,204640.0,205377.0,209159.0,211411.0,213821.0,214410.0,219967.0,224933.0,229767.0,231433.0,233133.0,233267.0,231300.0,229600.0,227967.0,226633.0
77,395134,77,"Stockton, CA",Msa,CA,363732.0,365608.0,364050.0,365640.0,366610.0,372969.0,374559.0,373621.0,370441,367071,365163,363573,360568,359296,362158,374893,390474,403193,411142,417088,418996,417335,416445,417876,416357,414795,414922,416512,417788,423861,434672,447391,453115.0,455023.0,452161.0,454225.0,458020.0,471571.0,477500.0,489317.0,492983.0,516317.0,536000.0,552667.0,552967.0,548967.0,548950.0,548983.0
78,394457,78,"Charleston, SC",Msa,SC,363705.0,366435.0,370984.0,377201.0,382053.0,384054.0,383933.0,379384.0,372861,366818,363027,359998,358610,362401,371499,380597,385146,386662,384540,378474,370862,365373,363705,363357,363084,364752,371166,375078,382629,387815,396337,401291,404900.0,408130.0,411132.0,414997.0,419997.0,430000.0,441330.0,456297.0,474297.0,489633.0,491333.0,475393.0,453727.0,445115.0,444688.0,449688.0
79,395143,79,"Syracuse, NY",Msa,NY,133849.0,135048.0,138556.0,144374.0,147561.0,149023.0,150222.0,151421.0,151450,150251,149052,148731,148731,150193,153409,159256,165104,170535,171997,170418,167647,164724,163379,162209,162794,165718,170074,177998,185307,192616,195832,197258,197288.0,198137.0,195718.0,193233.0,188267.0,191600.0,199963.0,213263.0,223263.0,227933.0,225467.0,213800.0,200767.0,191567.0,186567.0,183233.0
